state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
OK,Cherokee County,16380,7194,9186,0,43.92,west
OK,Adair County,6690,2052,4638,0,30.67,west
NC,Mitchell County,7846,2238,5499,109,28.92,east
NC,Edgecombe County,25930,17403,8445,82,67.33,east
TN,Carroll County,11646,3980,7455,211,34.80,east
TN,DeKalb County,7065,2832,4085,148,40.94,east
AR,Stone County,5324,1598,3534,192,31.12,west
AR,Newton County,3960,1182,2588,190,31.30,west
NC,Caldwell County,35155,12081,22526,548,34.90,east
AR,Searcy County,3847,961,2726,160,26.07,west
TN,Rutherford County,101737,40460,59892,1385,40.32,east
NC,Yancey County,9717,4486,5045,186,47.07,east
TN,White County,9647,3372,6103,172,35.59,east
NC,Wake County,442245,250891,187001,4353,57.30,east
NC,Martin County,12541,6539,5957,45,52.33,east
NC,Madison County,10379,5026,5192,161,49.19,east
NC,Davie County,20368,6178,13981,209,30.65,east
TX,Roberts County,518,41,477,0,7.92,west
TX,Hemphill County,1570,216,1345,9,13.84,west
TX,Hutchinson County,8761,1322,7361,78,15.23,west
TX,Hartley County,1985,250,1711,24,12.74,west
NC,Iredell County,73162,27318,45148,696,37.70,east
TX,Moore County,5437,1123,4282,32,20.77,west
TN,Williamson County,93646,27886,64858,902,30.07,east
NC,Alexander County,17254,5167,11790,297,30.47,east
TN,Roane County,23276,7224,15658,394,31.57,east
TN,Sevier County,33941,8604,24922,415,25.66,east
NC,Davidson County,68581,22433,45419,729,33.06,east
OK,Roger Mills County,1789,287,1502,0,16.04,west
NM,McKinley County,23207,16572,6382,253,72.19,west
NM,Santa Fe County,72223,55567,15807,849,77.83,west
AR,Mississippi County,14010,6667,6976,367,48.87,west
NC,Burke County,37443,14901,22102,440,40.27,east
TN,Crockett County,6037,1967,3994,76,33.00,east
AR,Craighead County,30968,11294,18881,793,37.44,west
NC,Tyrrell County,1910,933,960,17,49.29,east
TN,Hickman County,8498,3563,4784,151,42.69,east
NC,Washington County,6454,3748,2670,36,58.40,east
NM,Los Alamos County,11069,5824,5064,181,53.46,west
TN,Cannon County,5457,2011,3322,124,37.71,east
NC,McDowell County,18386,6571,11534,281,36.30,east
TN,Lauderdale County,9338,4322,4933,83,46.70,east
OK,Lincoln County,13974,3504,10470,0,25.08,west
AR,Independence County,12299,3688,8255,356,30.90,west
NC,Randolph County,58147,16414,40998,735,28.59,east
TN,Loudon County,22184,6058,15815,311,27.70,east
AR,Jackson County,5582,2207,3118,257,41.40,west
TN,Blount County,51645,15253,35571,821,30.01,east
NC,Chatham County,32880,17862,14668,350,54.91,east
NM,San Miguel County,12941,10320,2478,143,80.59,west
NC,Wilson County,37191,19652,17375,164,53.07,east
NC,Rowan County,61560,23391,37451,718,38.45,east
OK,Okmulgee County,14918,6191,8727,0,41.50,west
OK,Muskogee County,26583,11294,15289,0,42.49,west
TN,Warren County,14400,5515,8562,323,39.18,east
TN,Maury County,10422,3131,7135,156,30.50,east
TN,Decatur County,4763,1566,3101,96,33.55,east
TN,Perry County,3000,1329,1596,75,45.44,east
NC,Pitt County,74884,40501,33927,456,54.41,east
NC,Catawba County,69451,25656,42993,802,37.37,east
NC,Buncombe County,123795,69716,52494,1585,57.05,east
TN,Rhea County,11106,2907,8042,157,26.55,east
TN,Van Buren County,2180,849,1294,37,39.61,east
TN,Henderson County,10834,3021,7669,144,28.26,east
TN,Haywood County,8121,4893,3165,63,60.72,east
NC,Johnston County,71017,26795,43622,600,38.05,east
OK,Custer County,10502,2660,7842,0,25.33,west
CA,San Bernardino County,606334,315720,277408,13206,53.22,west
CA,San Luis Obispo County,132653,68176,61055,3422,52.77,west
CA,Kern County,232850,93457,134793,4600,40.92,west
TN,Madison County,11289,4320,6755,214,39.01,east
AR,Van Buren County,6703,2151,4276,276,33.47,west
NC,Haywood County,28067,12730,14910,427,46.06,east
AR,Franklin County,6475,1869,4411,195,29.79,west
TN,Bledsoe County,4784,1517,3166,101,32.39,east
AR,Johnson County,8180,3034,4922,224,38.13,west
AR,Crawford County,20532,5238,14688,606,26.29,west
TN,Meigs County,4237,1372,2797,68,32.91,east
NM,Quay County,3996,1547,2367,82,39.53,west
NC,Beaufort County,23010,9454,13460,96,41.26,east
AR,Pope County,22079,6002,15568,509,27.84,west
OK,Canadian County,47854,11426,36428,0,23.88,west
OK,Oklahoma County,279354,116182,163172,0,41.59,west
AR,Cleburne County,11338,2951,7962,425,27.03,west
TN,Marshall County,18789,5541,12989,259,29.90,east
AR,Poinsett County,7928,2742,4903,283,35.89,west
NC,Hyde County,2469,1241,1212,16,50.59,east
TN,Coffee County,20790,7132,13250,408,34.99,east
TN,Bedford County,15507,5027,10217,263,32.98,east
NC,Swain County,5798,2806,2900,92,49.18,east
TN,Monroe County,16777,5053,11484,240,30.56,east
TN,Lewis County,4834,1804,2951,79,37.94,east
NC,Greene County,8103,3796,4272,35,47.05,east
TN,Tipton County,25316,7931,17165,220,31.60,east
TN,McMinn County,7360,2060,5145,155,28.59,east
OK,Sequoyah County,13920,4454,9466,0,32.00,west
OK,Okfuskee County,4123,1480,2643,0,35.90,west
NC,Lee County,23788,10784,12775,229,45.77,east
TX,Oldham County,920,102,813,5,11.15,west
TX,Carson County,2980,406,2548,26,13.74,west
TX,Gray County,8133,1153,6924,56,14.28,west
TX,Wheeler County,2245,314,1918,13,14.07,west
TX,Potter County,30013,8939,20761,313,30.10,west
NC,Rutherford County,28720,9641,18769,310,33.94,east
NC,Wayne County,49882,22671,26952,259,45.69,east
TN,Chester County,6459,1797,4587,75,28.15,east
NC,Harnett County,40705,16785,23579,341,41.59,east
NC,Cleveland County,43835,17363,26078,394,39.97,east
NC,Lincoln County,35798,11713,23631,454,33.14,east
TN,Sequatchie County,5437,1717,3610,110,32.23,east
OK,McIntosh County,8223,3320,4903,0,40.37,west
OK,Caddo County,9817,3404,6413,0,34.67,west
AR,White County,26955,6732,19467,756,25.72,west
TN,Grundy County,4632,1971,2563,98,43.47,east
AZ,Yavapai County,99648,36889,61192,1567,37.60,west
NC,Jackson County,16866,8766,7854,246,52.74,east
NC,Mecklenburg County,410817,253958,153848,3011,62.27,east
NC,Moore County,45328,17624,27314,390,39.22,east
NC,Montgomery County,11210,4926,6155,129,44.45,east
NC,Cabarrus County,77994,31546,45924,524,40.72,east
OK,Beckham County,7397,1625,5772,0,21.97,west
NC,Stanly County,28506,8878,19329,299,31.47,east
NC,Henderson County,51614,20082,30930,602,39.37,east
TN,Wayne County,5527,1355,4076,96,24.95,east
OK,Seminole County,8577,2977,5600,0,34.71,west
NC,Graham County,4171,1265,2824,82,30.94,east
OK,Washita County,4776,1052,3724,0,22.03,west
OK,Pottawatomie County,25663,7910,17753,0,30.82,west
AR,Conway County,8138,3149,4691,298,40.19,west
TN,Lawrence County,16020,5161,10566,293,32.82,east
OK,Haskell County,4681,1474,3207,0,31.49,west
TN,Hamilton County,147520,64246,81702,1572,44.02,east
TN,Giles County,11689,4614,6902,173,40.06,east
AR,Sebastian County,43212,13673,28637,902,32.28,west
AR,Cross County,7130,2580,4393,157,37.01,west
AR,Woodruff County,2761,1412,1206,143,53.90,west
AR,Crittenden County,18255,10330,7650,275,57.46,west
TN,Hardeman County,11237,5919,5225,93,53.11,east
NC,Lenoir County,26897,13378,13401,118,49.96,east
AR,Logan County,7907,2286,5350,271,29.92,west
NC,Transylvania County,16909,7275,9401,233,43.62,east
TN,Hardin County,10035,2794,7077,164,28.30,east
NC,Gaston County,84402,31384,52507,511,37.41,east
NC,Craven County,44598,19352,24901,345,43.73,east
TN,Moore County,2952,881,2010,61,30.47,east
TN,Shelby County,404180,256297,145458,2425,63.79,east
NC,Polk County,10562,4396,5990,176,42.33,east
TN,Fayette County,19254,6892,12173,189,36.15,east
TN,McNairy County,43846,20209,23290,347,46.46,east
OK,Le Flore County,16741,5136,11605,0,30.68,west
OK,Grady County,20715,5520,15195,0,26.65,west
OK,Cleveland County,104430,39681,64749,0,38.00,west
TN,Lincoln County,13130,3695,9231,204,28.59,east
AR,Faulkner County,41179,14955,25362,862,37.08,west
TN,Franklin County,17432,6613,10539,280,38.56,east
TN,Bradley County,38191,9357,28333,501,24.83,east
NM,Cibola County,9097,5827,3131,139,65.08,west
OK,McClain County,14744,3551,11193,0,24.08,west
NC,Macon County,17238,6620,10317,301,39.08,east
NC,Pamlico County,6712,2838,3823,51,42.60,east
TN,Marion County,33767,13058,20288,421,39.16,east
NC,Sampson County,26038,11836,14038,164,45.75,east
AR,Yell County,6036,2003,3808,225,34.48,west
OK,Pittsburg County,17209,5457,11752,0,31.71,west
NC,Cherokee County,12586,3785,8643,158,30.45,east
OK,Hughes County,4843,1709,3134,0,35.29,west
TN,Polk County,6501,2124,4267,110,33.23,east
NC,Cumberland County,127575,74693,52151,731,58.89,east
NC,Jones County,5227,2378,2817,32,45.77,east
NM,Bernalillo County,285778,171556,110521,3701,60.79,west
NM,Guadalupe County,2196,1557,620,19,71.54,west
SC,Greenville County,190657,70886,116363,3408,37.86,east
NC,Anson County,10733,6456,4207,70,60.54,east
NC,Hoke County,15627,9227,6293,107,59.45,east
NC,Union County,86089,31189,54123,777,36.56,east
SC,Spartanburg County,108328,41632,65042,1654,39.03,east
NC,Duplin County,19904,8958,10834,112,45.26,east
TX,Deaf Smith County,4744,1247,3466,31,26.46,west
SC,Cherokee County,20766,7215,13305,246,35.16,east
TX,Donley County,1690,291,1374,25,17.48,west
TX,Collingsworth County,1195,234,943,18,19.88,west
TX,Randall County,51832,9468,41948,416,18.42,west
NC,Richmond County,19327,9713,9424,190,50.76,east
TX,Armstrong County,990,128,856,6,13.01,west
SC,York County,93696,37918,54500,1278,41.03,east
NC,Clay County,5543,1734,3707,102,31.87,east
AR,Saint Francis County,9505,5486,3917,102,58.34,west
OK,Kiowa County,3763,1226,2537,0,32.58,west
NC,Carteret County,34597,11130,23131,336,32.49,east
OK,Greer County,2114,566,1548,0,26.77,west
CA,Santa Barbara County,174912,105614,65585,3713,61.70,west
AR,Perry County,4279,1352,2743,184,33.02,west
AR,Scott County,3995,1053,2791,151,27.41,west
AR,Prairie County,3381,1048,2223,110,32.02,west
SC,Pickens County,45128,11691,32552,885,26.43,east
AR,Lonoke County,23741,5968,17242,531,25.69,west
SC,Lancaster County,28921,12139,16441,341,42.47,east
OK,Latimer County,4173,1313,2860,0,31.46,west
SC,Oconee County,31132,9481,21164,487,30.94,east
NM,Torrance County,6941,3087,3735,119,45.27,west
NC,Scotland County,14217,8151,6005,61,57.58,east
OK,Harmon County,1090,333,757,0,30.55,west
AR,Pulaski County,161343,88854,70212,2277,55.88,west
AL,Lauderdale County,38104,13329,24068,707,35.64,east
AR,Monroe County,3449,1615,1754,80,47.90,west
GA,Rabun County,7599,2001,5487,111,26.70,east
AL,Limestone County,33551,9536,23598,417,28.77,east
MS,Alcorn County,15182,4130,10805,247,27.65,east
MS,Tishomingo County,8419,1962,6249,208,23.89,east
MS,Tippah County,9725,2623,6937,165,27.44,east
MS,DeSoto County,64323,19627,44222,474,30.74,east
MS,Benton County,4638,2227,2329,82,48.88,east
MS,Marshall County,16478,9685,6683,110,59.17,east
GA,Towns County,5739,1391,4292,56,24.44,east
AL,Madison County,152899,64117,86965,1817,42.41,east
AL,Jackson County,20874,6374,14083,417,31.12,east
GA,Murray County,11382,3026,8180,176,27.01,east
GA,Fannin County,10584,2611,7807,166,25.08,east
GA,Whitfield County,27677,8167,19230,280,29.80,east
GA,Catoosa County,24496,6025,18218,253,24.85,east
GA,Union County,10634,2486,8013,135,23.68,east
NC,Onslow County,50203,19499,30278,426,39.17,east
GA,Dade County,6408,1612,4703,93,25.56,east
GA,Walker County,23542,6095,17110,337,26.27,east
OK,Pontotoc County,14262,4512,9750,0,31.64,west
NM,Valencia County,28899,15366,13136,397,53.90,west
NC,Robeson County,40834,23058,17433,343,56.95,east
NM,Curry County,14438,4670,9599,169,32.69,west
SC,Union County,13551,5935,7449,167,44.35,east
AR,Lee County,3763,2263,1454,46,60.89,west
AL,Colbert County,24843,9703,14739,401,39.74,east
CA,Ventura County,339800,187601,145853,6346,56.27,west
MS,Tunica County,4332,3279,1017,36,76.32,east
AL,DeKalb County,24015,5658,17957,400,23.98,east
NC,Bladen County,15480,7853,7532,95,51.04,east
OK,Jackson County,8983,2264,6719,0,25.20,west
AR,Saline County,44653,12695,30981,977,29.04,west
OK,Comanche County,34247,14120,20127,0,41.23,west
OK,Garvin County,10738,3028,7710,0,28.20,west
GA,Gilmer County,11149,2614,8408,127,23.76,east
GA,Habersham County,14808,2900,11766,142,19.78,east
CA,Los Angeles County,3318248,2295853,956425,65970,70.61,west
SC,Chester County,13981,7478,6318,185,54.21,east
SC,Anderson County,73787,24132,48690,965,33.13,east
SC,Chesterfield County,16359,7842,8325,192,48.51,east
SC,Marlboro County,5232,2755,2437,40,53.06,east
AL,Lawrence County,14680,5164,9277,239,35.77,east
GA,White County,10761,2174,8467,120,20.42,east
SC,Laurens County,26282,10578,15334,370,40.83,east
NM,DeBaca County,1044,359,676,9,34.68,west
MS,Tate County,12778,5003,7678,97,39.45,east
AR,Garland County,43719,15899,26825,995,37.22,west
OK,Coal County,2272,600,1672,0,26.41,west
MS,Prentiss County,10944,3020,7703,221,28.17,east
TX,Swisher County,2535,813,1683,39,32.57,west
TX,Briscoe County,830,205,617,8,24.94,west
TX,Castro County,2291,719,1562,10,31.52,west
TX,Hall County,1264,324,930,10,25.83,west
TX,Childress County,2296,497,1782,17,21.81,west
AR,Montgomery County,3622,1092,2365,165,31.55,west
TX,Parmer County,3713,719,2969,25,19.49,west
GA,Lumpkin County,11075,2586,8326,163,23.73,east
NC,Pender County,23749,9907,13618,224,42.12,east
AR,Polk County,7681,1957,5473,251,26.34,west
AL,Morgan County,50542,13895,36014,633,27.83,east
GA,Stephens County,10517,2705,7689,123,26.01,east
OK,Stephens County,18932,4538,14394,0,23.97,west
OK,Atoka County,4881,1370,3511,0,28.07,west
OK,Pushmataha County,4473,1265,3208,0,28.28,west
AR,Phillips County,8969,5695,3097,177,64.80,west
OK,Murray County,5338,1592,3746,0,29.82,west
OK,Tillman County,3237,1042,2195,0,32.19,west
GA,Gordon County,17607,4268,13113,226,24.52,east
SC,Dillon County,13417,7408,5874,135,55.77,east
GA,Dawson County,9974,1632,8242,100,16.57,east
SC,Kershaw County,27985,11226,16466,293,40.54,east
NM,Roosevelt County,6720,2303,4311,106,34.82,west
MS,Union County,12195,2985,9072,138,24.76,east
AL,Marshall County,33166,7038,25727,401,21.46,east
GA,Chattooga County,8307,2596,5572,139,31.81,east
GA,Floyd County,34213,10691,23132,390,31.65,east
NM,Socorro County,7895,4696,3032,167,60.78,west
NM,Catron County,2112,664,1398,50,32.17,west
AL,Franklin County,11693,3469,8048,176,30.15,east
TX,Hardeman County,1595,373,1199,23,23.73,west
SC,Fairfield County,11619,7591,3912,116,65.99,east
AR,Arkansas County,6978,2619,4185,174,38.46,west
GA,Pickens County,12786,2595,10004,187,20.61,east
MS,Lafayette County,18460,7997,10278,185,43.76,east
MS,Panola County,16416,8690,7620,106,53.28,east
GA,Franklin County,8073,1914,6069,90,23.96,east
SC,Darlington County,29334,14505,14544,285,49.93,east
SC,Newberry County,16524,6708,9616,200,41.10,east
AL,Cherokee County,9745,2306,7298,141,24.04,east
MS,Coahoma County,10568,7597,2917,54,72.26,east
MS,Quitman County,4168,2803,1334,31,67.75,east
GA,Hall County,59928,14457,44962,509,24.32,east
MS,Lee County,34960,12021,22694,245,34.63,east
OK,Carter County,18844,5603,13241,0,29.73,west
OK,Johnston County,3957,1249,2708,0,31.56,west
OK,Cotton County,2483,690,1793,0,27.79,west
OK,McCurtain County,10539,2794,7745,0,26.51,west
AR,Hot Spring County,11955,4288,7209,458,37.32,west
AZ,Gila County,22333,7884,14095,354,35.87,west
GA,Hart County,10002,3365,6537,100,33.94,east
AR,Grant County,6793,1562,5023,208,23.74,west
AR,Jefferson County,29689,18465,10655,569,63.40,west
GA,Banks County,6241,1027,5120,94,16.75,east
NC,Columbus County,24282,11076,12994,212,46.01,east
SC,Abbeville County,11001,4593,6264,144,42.30,east
MS,Itawamba County,9951,2084,7663,204,21.38,east
TX,Wilbarger County,4509,1196,3283,30,26.70,west
GA,Bartow County,36093,9662,25976,455,27.13,east
GA,Cherokee County,93772,22350,70279,1143,24.09,east
SC,Greenwood County,29667,12348,16995,324,42.08,east
NC,New Hanover County,100665,49145,50544,976,49.30,east
MS,Pontotoc County,12868,2982,9727,159,23.46,east
SC,Lee County,9153,5960,3074,119,65.98,east
NC,Brunswick County,52608,21331,30753,524,40.96,east
AR,Howard County,4846,1746,2957,143,37.11,west
AR,Pike County,3966,1089,2727,150,28.56,west
NM,Lincoln County,9696,3535,6001,160,37.09,west
AR,Clark County,9094,4267,4608,219,48.05,west
GA,Forsyth County,75376,15406,59166,804,20.63,east
AL,Marion County,12355,2600,9536,219,21.38,east
AZ,La Paz County,5552,1929,3509,114,35.44,west
TX,Motley County,594,67,522,5,11.38,west
TX,Cottle County,705,187,509,9,26.86,west
AL,Cullman County,35305,5864,28896,545,16.85,east
TX,Floyd County,2521,730,1784,7,29.04,west
TX,Hale County,9943,2708,7171,64,27.42,west
TX,Lamb County,4525,1156,3344,25,25.69,west
SC,Florence County,58373,28012,29861,500,48.40,east
TX,Bailey County,2316,682,1618,16,29.65,west
AL,Winston County,10031,1757,8103,171,17.80,east
SC,Horry County,104798,38879,64609,1310,37.57,east
SC,Marion County,10876,6794,3996,86,62.97,east
GA,Jackson County,22960,4950,17776,234,21.82,east
OK,Jefferson County,2457,805,1652,0,32.76,west
GA,Elbert County,8317,3366,4868,83,40.91,east
GA,Madison County,11334,2965,8226,143,26.52,east
SC,Richland County,165037,105656,57941,1440,64.58,east
AL,Blount County,24267,3522,20389,356,14.72,east
TX,Foard County,538,198,327,13,37.71,west
TX,Wichita County,45982,13868,31731,383,30.41,west
AL,Etowah County,44737,13497,30595,645,30.63,east
SC,Lexington County,109512,33303,74960,1249,30.76,east
MS,Yalobusha County,6826,3151,3628,47,46.48,east
AR,Sevier County,4580,1291,3125,164,29.25,west
SC,Saluda County,8603,3323,5191,89,39.03,east
GA,Fulton County,404941,272000,130136,2805,67.67,east
OK,Marshall County,5373,1643,3730,0,30.58,west
AR,Lincoln County,4406,1710,2513,183,40.50,west
SC,Sumter County,44358,25431,18581,346,57.78,east
GA,Gwinnett County,290271,129025,158746,2500,44.86,east
MS,Tallahatchie County,6943,4105,2786,52,59.57,east
MS,Calhoun County,7034,2522,4467,45,36.08,east
OK,Bryan County,13733,4426,9307,0,32.23,west
OK,Choctaw County,5590,1860,3730,0,33.27,west
AR,Dallas County,3318,1471,1757,90,45.53,west
TX,Clay County,5339,1085,4213,41,20.48,west
GA,Barrow County,24582,6657,17625,300,27.43,east
MS,Bolivar County,15381,10334,4891,156,67.88,east
AR,Desha County,4678,2569,1999,110,56.25,west
GA,Polk County,14113,4052,9850,211,29.14,east
MS,Monroe County,17496,7169,10184,143,41.31,east
NM,Chaves County,22112,8197,13651,264,37.55,west
GA,Cobb County,315444,141216,170957,3271,45.25,east
CA,Riverside County,647299,325017,310041,12241,51.17,west
GA,Paulding County,56985,17229,39192,564,30.51,east
SC,McCormick County,15174,9608,5416,150,63.95,east
MS,Chickasaw County,9058,4588,4395,75,51.07,east
OK,Love County,3846,1257,2589,0,32.68,west
AR,Cleveland County,3505,911,2451,143,27.11,west
AL,Lamar County,7075,1614,5419,42,22.94,east
GA,Oglethorpe County,6447,2232,4144,71,34.98,east
AZ,Maricopa County,1364962,602166,746448,16348,44.64,west
GA,Clarke County,45510,29591,15333,586,65.86,east
AR,Hempstead County,7349,2869,4273,207,40.16,west
AL,Walker County,28652,7420,20722,510,26.37,east
GA,Wilkes County,5052,2315,2705,32,46.12,east
TX,Montague County,7950,1597,6245,108,20.37,west
AL,Saint Clair County,34088,6091,27649,348,18.08,east
MS,Sunflower County,11193,7838,3245,110,70.72,east
GA,Lincoln County,4416,1650,2731,35,37.70,east
SC,Edgefield County,11520,5075,6334,111,44.48,east
GA,DeKalb County,322301,254594,65581,2126,79.48,east
AL,Calhoun County,49242,16334,32348,560,33.57,east
GA,Oconee County,17132,4825,12120,187,28.51,east
AL,Cleburne County,6492,1168,5216,108,18.29,east
TX,Red River County,5052,1539,3461,52,30.78,west
AR,Nevada County,3635,1474,2062,99,41.73,west
TX,Grayson County,45477,13900,31136,441,30.86,west
TX,Cooke County,15032,3051,11871,110,20.45,west
AR,Little River County,5152,1753,3247,152,35.05,west
SC,Clarendon County,15552,8673,6758,121,56.21,east
CA,Orange County,1153687,549558,579064,25065,48.67,west
TX,Lamar County,18362,5243,12952,167,28.81,west
GA,Walton County,36026,8469,27253,304,23.69,east
AL,Fayette County,7957,1994,5883,80,25.35,east
GA,Haralson County,11097,2248,8658,191,20.65,east
MS,Grenada County,11321,5029,6234,58,44.65,east
SC,Williamsburg County,16443,11279,5004,160,69.27,east
TX,Fannin County,11694,3464,8092,138,29.97,west
SC,Calhoun County,7738,3970,3695,73,51.80,east
SC,Aiken County,69770,26101,42849,820,37.86,east
AL,Jefferson County,318524,166121,149921,2482,52.57,east
TX,King County,163,8,151,4,5.03,west
TX,Knox County,1368,367,986,15,27.13,west
TX,Archer County,4365,740,3595,30,17.07,west
TX,Dickens County,972,234,730,8,24.27,west
TX,Crosby County,1914,684,1221,9,35.91,west
TX,Baylor County,1643,366,1262,15,22.48,west
TX,Lubbock County,97534,30486,66304,744,31.50,west
TX,Cochran County,1057,284,758,15,27.26,west
TX,Hockley County,7645,1797,5795,53,23.67,west
AR,Ouachita County,9960,4346,5427,187,44.44,west
GA,Morgan County,9151,3091,5987,73,34.07,east
GA,Carroll County,43498,14334,28661,503,33.37,east
MS,Leflore County,13081,8914,4105,62,68.47,east
MS,Clay County,11092,6558,4466,68,59.49,east
GA,Douglas County,55083,27825,26812,446,50.91,east
AR,Calhoun County,2217,691,1462,64,32.13,west
AR,Drew County,6610,2598,3860,152,40.23,west
GA,Rockdale County,37706,20526,16921,259,54.78,east
SC,Georgetown County,30290,14199,15790,301,47.35,east
AZ,Greenlee County,2913,1165,1712,36,40.49,west
GA,Greene County,7919,3339,4532,48,42.45,east
MS,Lowndes County,27465,13209,13994,262,48.56,east
GA,Newton County,41435,20827,20337,271,50.60,east
MS,Webster County,5457,1349,4072,36,24.88,east
GA,Taliaferro County,990,643,339,8,65.52,east
TX,Bowie County,35186,10815,24162,209,30.92,west
SC,Orangeburg County,39754,27263,12115,376,69.24,east
AR,Bradley County,4041,1680,2262,99,42.62,west
GA,Columbia County,55351,15703,39322,326,28.57,east
AL,Talladega County,34204,13779,20112,313,40.67,east
MS,Montgomery County,5712,2609,3071,32,45.94,east
MS,Carroll County,5965,2037,3902,26,34.30,east
GA,McDuffie County,9440,3989,5400,51,42.51,east
AZ,Graham County,12007,3487,8376,144,29.35,west
GA,Clayton County,99438,82527,16506,405,83.33,east
GA,Henry County,88311,40567,47157,587,46.22,east
AR,Miller County,15063,4869,9913,281,32.93,west
GA,Warren County,2660,1554,1087,19,58.81,east
AL,Tuscaloosa County,78912,32796,45405,711,41.98,east
NM,Lea County,18645,5108,13347,190,27.68,west
MS,Oktibbeha County,18792,9326,9320,146,50.02,east
AR,Chicot County,5208,3043,2119,46,58.93,west
GA,Fayette County,59321,20313,38501,507,34.51,east
AL,Shelby County,90643,20625,69060,958,23.03,east
GA,Richmond County,79333,52100,26842,391,66.03,east
AL,Pickens County,10067,4594,5434,39,45.78,east
MS,Choctaw County,4128,1459,2624,45,35.73,east
MS,Washington County,19583,13148,6347,88,67.44,east
GA,Jasper County,5904,1935,3916,53,33.10,east
GA,Coweta County,53549,15521,37571,457,29.23,east
SC,Berkeley County,64781,27755,36205,821,43.39,east
CA,San Diego County,1231047,666581,541032,23434,55.20,west
AL,Randolph County,10384,3064,7175,145,29.92,east
AL,Clay County,6819,1760,4984,75,26.09,east
TX,Delta County,2187,589,1580,18,27.15,west
SC,Barnwell County,9798,4931,4769,98,50.84,east
GA,Putnam County,9132,3102,5966,64,34.24,east
NM,Sierra County,5485,2352,3017,116,43.82,west
AR,Lafayette County,2902,1133,1685,84,40.16,west
GA,Hancock County,4344,3535,795,14,81.64,east
AZ,Yuma County,43615,18559,24577,479,43.07,west
AZ,Pinal County,104883,44254,59421,1208,42.67,west
TX,Jack County,3023,470,2528,25,15.68,west
AR,Columbia County,9558,3554,5861,143,37.77,west
GA,Butts County,9091,3065,5947,79,34.01,east
SC,Bamberg County,6814,4426,2309,79,65.71,east
CA,Imperial County,38820,24162,14008,650,63.28,west
TX,Wise County,20639,4471,15973,195,21.87,west
TX,Denton County,243263,91160,149935,2168,37.81,west
GA,Heard County,4225,1042,3133,50,24.97,east
TX,Hunt County,29524,8594,20573,357,29.47,west
TX,Collin County,296583,109047,184897,2639,37.10,west
TX,Kent County,448,99,342,7,22.45,west
TX,Stonewall County,735,206,524,5,28.22,west
TX,Titus County,9245,3145,6028,72,34.29,west
TX,Garza County,1750,375,1356,19,21.66,west
TX,Throckmorton County,838,166,671,1,19.83,west
TX,Young County,7305,1303,5942,60,17.99,west
TX,Haskell County,2116,699,1388,29,33.49,west
AR,Ashley County,8642,2976,5406,260,35.46,west
TX,Lynn County,2116,627,1473,16,29.86,west
NM,Otero County,21766,8610,12806,350,40.24,west
TX,Yoakum County,2458,450,1989,19,18.45,west
TX,Terry County,4280,1379,2879,22,32.39,west
TX,Franklin County,4491,1036,3392,63,23.40,west
AR,Union County,17179,6190,10677,312,36.66,west
TX,Hopkins County,12919,3530,9299,90,27.51,west
TX,Morris County,5248,2055,3158,35,39.42,west
MS,Holmes County,9543,7765,1714,64,81.92,east
GA,Spalding County,25255,10141,14885,229,40.57,east
SC,Dorchester County,52405,21806,29929,670,42.15,east
MS,Humphreys County,5126,3634,1462,30,71.31,east
GA,Glascock County,1428,210,1202,16,14.86,east
GA,Jefferson County,7234,4149,3061,24,57.57,east
TX,Cass County,11846,3490,8279,77,29.65,west
GA,Burke County,9626,5233,4344,49,54.67,east
MS,Noxubee County,6589,5030,1525,34,76.74,east
MS,Winston County,10221,4653,5497,71,45.84,east
MS,Attala County,9183,3849,5273,61,42.19,east
AL,Bibb County,8644,2299,6262,83,26.87,east
GA,Washington County,8863,4607,4216,40,52.21,east
GA,Meriwether County,9504,4465,4982,57,47.28,east
GA,Troup County,26028,10455,15391,182,40.48,east
SC,Charleston County,154434,82698,69822,1914,54.22,east
NM,Grant County,13755,8142,5406,207,60.10,west
GA,Pike County,8203,1575,6547,81,19.39,east
GA,Lamar County,7688,2752,4873,63,36.09,east
GA,Monroe County,12131,4106,7933,92,34.14,east
GA,Baldwin County,16537,8587,7823,127,52.32,east
GA,Jones County,12438,4572,7782,84,37.02,east
SC,Colleton County,17321,8616,8525,180,50.26,east
SC,Allendale County,4024,3029,947,48,76.18,east
AL,Greene County,5305,4408,876,21,83.43,east
AL,Chambers County,14956,6799,8067,90,45.77,east
AL,Tallapoosa County,19311,6063,13116,132,31.62,east
AL,Coosa County,5563,2273,3248,42,41.19,east
MS,Sharkey County,2795,1907,873,15,68.60,east
TX,Camp County,4567,1734,2798,35,38.26,west
AL,Chilton County,17785,3674,13960,151,20.87,east
NM,Dona Ana County,69280,40282,28068,930,58.92,west
GA,Screven County,6481,3024,3423,34,46.93,east
SC,Hampton County,9350,5816,3439,95,62.84,east
MS,Yazoo County,11477,6116,5290,71,53.62,east
LA,Caddo Parish,108660,55536,52228,896,51.53,west
LA,Bossier Parish,45835,12703,32713,419,27.97,west
LA,Webster Parish,18270,6610,11417,243,36.67,west
LA,Claiborne Parish,6841,3025,3750,66,44.65,west
LA,Union Parish,10868,3103,7619,146,28.94,west
TX,Wood County,17784,4010,13658,116,22.70,west
