Temperature,DewPoint,Pressure,Date
46.2,39.9,1.0,20100130 02:00
45.6,39.6,1.0,20100130 03:00
45.1,39.2,1.0,20100130 04:00
44.6,38.8,1.0,20100130 05:00
44.7,38.8,1.0,20100130 06:00
43.7,38.4,1.0,20100130 07:00
44.2,38.8,1.0,20100130 08:00
47.5,40.2,1.0,20100130 09:00
50.8,40.4,1.0,20100130 10:00
53.8,40.5,1.0,20100130 11:00
56.1,40.4,1.0,20100130 12:00
58.1,40.5,1.0,20100130 13:00
59.6,40.3,1.0,20100130 14:00
60.6,40.4,1.0,20100130 15:00
60.7,40.3,1.0,20100130 16:00
59.9,40.2,1.0,20100130 17:00
57.5,40.1,1.0,20100130 18:00
54.0,40.4,1.0,20100130 19:00
51.8,40.7,1.0,20100130 20:00
50.4,40.5,1.0,20100130 21:00
49.3,40.5,1.0,20100130 22:00
48.3,40.6,1.0,20100130 23:00
47.8,40.4,1.0,20100131 00:00
46.8,40.3,1.0,20100131 01:00
46.1,39.9,1.0,20100131 02:00
45.5,39.6,1.0,20100131 03:00
45.0,39.3,1.0,20100131 04:00
44.5,38.9,1.0,20100131 05:00
44.7,38.9,1.0,20100131 06:00
43.7,38.6,1.0,20100131 07:00
44.2,38.9,1.0,20100131 08:00
47.5,40.3,1.0,20100131 09:00
50.8,40.5,1.0,20100131 10:00
54.0,40.6,1.0,20100131 11:00
56.2,40.4,1.0,20100131 12:00
58.2,40.5,1.0,20100131 13:00
59.8,40.3,1.0,20100131 14:00
60.7,40.3,1.0,20100131 15:00
60.9,40.1,1.0,20100131 16:00
60.0,40.1,1.0,20100131 17:00
57.7,40.1,1.0,20100131 18:00
54.2,40.5,1.0,20100131 19:00
51.9,40.7,1.0,20100131 20:00
50.4,40.6,1.0,20100131 21:00
49.3,40.6,1.0,20100131 22:00
48.2,40.6,1.0,20100131 23:00
47.8,40.4,1.0,20100201 00:00
46.8,40.4,1.0,20100201 01:00
46.1,40.0,1.0,20100201 02:00
45.5,39.8,1.0,20100201 03:00
44.9,39.4,1.0,20100201 04:00
44.4,39.0,1.0,20100201 05:00
44.7,39.1,1.0,20100201 06:00
43.8,38.8,1.0,20100201 07:00
44.4,39.2,1.0,20100201 08:00
47.8,40.6,1.0,20100201 09:00
51.1,40.8,1.0,20100201 10:00
54.2,40.9,1.0,20100201 11:00
56.4,40.7,1.0,20100201 12:00
58.4,40.8,1.0,20100201 13:00
59.9,40.7,1.0,20100201 14:00
60.9,40.7,1.0,20100201 15:00
61.0,40.5,1.0,20100201 16:00
60.1,40.4,1.0,20100201 17:00
57.9,40.5,1.0,20100201 18:00
54.4,40.8,1.0,20100201 19:00
52.2,41.2,1.0,20100201 20:00
50.7,41.1,1.0,20100201 21:00
49.7,41.1,1.0,20100201 22:00
48.5,41.1,1.0,20100201 23:00
48.2,40.9,1.0,20100202 00:00
47.2,40.9,1.0,20100202 01:00
46.5,40.6,1.0,20100202 02:00
46.0,40.4,1.0,20100202 03:00
45.4,40.0,1.0,20100202 04:00
44.8,39.5,1.0,20100202 05:00
45.2,39.7,1.0,20100202 06:00
44.3,39.3,1.0,20100202 07:00
44.9,39.8,1.0,20100202 08:00
48.0,41.1,1.0,20100202 09:00
51.1,41.2,1.0,20100202 10:00
54.1,41.3,1.0,20100202 11:00
56.3,41.1,1.0,20100202 12:00
58.3,41.2,1.0,20100202 13:00
59.9,41.2,1.0,20100202 14:00
60.8,41.2,1.0,20100202 15:00
60.9,41.0,1.0,20100202 16:00
60.0,40.7,1.0,20100202 17:00
57.8,40.7,1.0,20100202 18:00
54.3,41.1,1.0,20100202 19:00
52.1,41.4,1.0,20100202 20:00
50.7,41.3,1.0,20100202 21:00
49.6,41.2,1.0,20100202 22:00
48.7,41.5,1.0,20100202 23:00
48.3,41.2,1.0,20100203 00:00
47.4,41.3,1.0,20100203 01:00
46.7,41.0,1.0,20100203 02:00
46.2,40.8,1.0,20100203 03:00
45.7,40.4,1.0,20100203 04:00
45.1,40.0,1.0,20100203 05:00
45.5,40.1,1.0,20100203 06:00
44.6,39.8,1.0,20100203 07:00
45.1,40.2,1.0,20100203 08:00
48.1,41.4,1.0,20100203 09:00
51.1,41.5,1.0,20100203 10:00
54.1,41.7,1.0,20100203 11:00
56.2,41.5,1.0,20100203 12:00
58.2,41.7,1.0,20100203 13:00
59.8,41.6,1.0,20100203 14:00
60.7,41.6,1.0,20100203 15:00
60.7,41.3,1.0,20100203 16:00
59.8,41.0,1.0,20100203 17:00
57.6,40.9,1.0,20100203 18:00
54.1,41.2,1.0,20100203 19:00
52.0,41.4,1.0,20100203 20:00
50.5,41.3,1.0,20100203 21:00
49.5,41.1,1.0,20100203 22:00
48.7,41.4,1.0,20100203 23:00
48.3,41.2,1.0,20100204 00:00
47.3,41.2,1.0,20100204 01:00
46.6,40.8,1.0,20100204 02:00
46.0,40.6,1.0,20100204 03:00
45.6,40.3,1.0,20100204 04:00
45.1,39.8,1.0,20100204 05:00
45.5,40.0,1.0,20100204 06:00
44.5,39.5,1.0,20100204 07:00
45.1,39.9,1.0,20100204 08:00
48.1,41.1,1.0,20100204 09:00
51.1,41.3,1.0,20100204 10:00
53.9,41.4,1.0,20100204 11:00
56.0,41.3,1.0,20100204 12:00
58.0,41.4,1.0,20100204 13:00
59.5,41.4,1.0,20100204 14:00
60.4,41.3,1.0,20100204 15:00
60.5,41.0,1.0,20100204 16:00
59.6,40.8,1.0,20100204 17:00
57.5,40.6,1.0,20100204 18:00
54.0,41.0,1.0,20100204 19:00
51.9,41.2,1.0,20100204 20:00
50.4,41.1,1.0,20100204 21:00
49.3,41.0,1.0,20100204 22:00
48.6,41.2,1.0,20100204 23:00
48.2,40.9,1.0,20100205 00:00
47.2,41.0,1.0,20100205 01:00
46.5,40.6,1.0,20100205 02:00
45.9,40.4,1.0,20100205 03:00
45.4,39.9,1.0,20100205 04:00
44.9,39.5,1.0,20100205 05:00
45.3,39.6,1.0,20100205 06:00
44.3,39.1,1.0,20100205 07:00
44.8,39.5,1.0,20100205 08:00
48.0,40.8,1.0,20100205 09:00
51.0,41.0,1.0,20100205 10:00
54.0,41.0,1.0,20100205 11:00
56.1,40.7,1.0,20100205 12:00
58.1,40.9,1.0,20100205 13:00
59.6,40.8,1.0,20100205 14:00
60.4,40.7,1.0,20100205 15:00
60.5,40.4,1.0,20100205 16:00
59.6,40.2,1.0,20100205 17:00
57.5,40.1,1.0,20100205 18:00
53.9,40.4,1.0,20100205 19:00
51.7,40.7,1.0,20100205 20:00
50.3,40.6,1.0,20100205 21:00
49.1,40.5,1.0,20100205 22:00
48.3,40.6,1.0,20100205 23:00
48.0,40.5,1.0,20100206 00:00
47.0,40.5,1.0,20100206 01:00
46.3,40.2,1.0,20100206 02:00
45.7,40.0,1.0,20100206 03:00
45.2,39.5,1.0,20100206 04:00
44.7,39.1,1.0,20100206 05:00
45.1,39.2,1.0,20100206 06:00
44.1,38.8,1.0,20100206 07:00
44.7,39.3,1.0,20100206 08:00
47.9,40.4,1.0,20100206 09:00
51.0,40.7,1.0,20100206 10:00
54.0,40.8,1.0,20100206 11:00
56.1,40.4,1.0,20100206 12:00
58.2,40.7,1.0,20100206 13:00
59.7,40.5,1.0,20100206 14:00
60.6,40.5,1.0,20100206 15:00
60.8,40.2,1.0,20100206 16:00
59.8,40.1,1.0,20100206 17:00
57.7,40.0,1.0,20100206 18:00
53.9,40.4,1.0,20100206 19:00
51.8,40.7,1.0,20100206 20:00
50.3,40.7,1.0,20100206 21:00
49.2,40.6,1.0,20100206 22:00
48.4,40.7,1.0,20100206 23:00
48.2,40.6,1.0,20100207 00:00
47.0,40.6,1.0,20100207 01:00
46.3,40.3,1.0,20100207 02:00
45.8,40.1,1.0,20100207 03:00
45.3,39.7,1.0,20100207 04:00
44.8,39.3,1.0,20100207 05:00
45.3,39.5,1.0,20100207 06:00
44.3,39.0,1.0,20100207 07:00
44.9,39.5,1.0,20100207 08:00
48.1,40.7,1.0,20100207 09:00
51.3,41.0,1.0,20100207 10:00
54.3,41.2,1.0,20100207 11:00
56.5,40.8,1.0,20100207 12:00
58.5,41.1,1.0,20100207 13:00
60.0,41.0,1.0,20100207 14:00
60.9,40.9,1.0,20100207 15:00
61.1,40.6,1.0,20100207 16:00
60.1,40.4,1.0,20100207 17:00
57.9,40.3,1.0,20100207 18:00
54.3,40.6,1.0,20100207 19:00
52.2,41.0,1.0,20100207 20:00
50.7,41.1,1.0,20100207 21:00
49.6,41.1,1.0,20100207 22:00
48.8,41.2,1.0,20100207 23:00
48.6,41.1,1.0,20100208 00:00
47.3,41.0,1.0,20100208 01:00
46.7,40.7,1.0,20100208 02:00
46.1,40.5,1.0,20100208 03:00
45.7,40.1,1.0,20100208 04:00
45.2,39.7,1.0,20100208 05:00
45.5,39.8,1.0,20100208 06:00
44.7,39.4,1.0,20100208 07:00
45.5,40.1,1.0,20100208 08:00
48.7,41.3,1.0,20100208 09:00
51.9,41.6,1.0,20100208 10:00
54.8,41.8,1.0,20100208 11:00
57.0,41.5,1.0,20100208 12:00
59.0,41.6,1.0,20100208 13:00
60.5,41.4,1.0,20100208 14:00
61.5,41.3,1.0,20100208 15:00
61.6,40.9,1.0,20100208 16:00
60.6,40.7,1.0,20100208 17:00
58.3,40.5,1.0,20100208 18:00
54.6,40.8,1.0,20100208 19:00
52.4,41.1,1.0,20100208 20:00
50.9,41.1,1.0,20100208 21:00
49.7,41.1,1.0,20100208 22:00
48.8,41.1,1.0,20100208 23:00
48.7,40.9,1.0,20100209 00:00
47.4,40.8,1.0,20100209 01:00
46.7,40.6,1.0,20100209 02:00
46.1,40.3,1.0,20100209 03:00
45.8,39.9,1.0,20100209 04:00
45.2,39.5,1.0,20100209 05:00
45.5,39.7,1.0,20100209 06:00
44.7,39.3,1.0,20100209 07:00
45.6,40.0,1.0,20100209 08:00
48.9,41.2,1.0,20100209 09:00
52.0,41.5,1.0,20100209 10:00
55.0,41.7,1.0,20100209 11:00
57.2,41.4,1.0,20100209 12:00
59.3,41.6,1.0,20100209 13:00
60.7,41.3,1.0,20100209 14:00
61.6,41.1,1.0,20100209 15:00
61.7,40.8,1.0,20100209 16:00
60.7,40.7,1.0,20100209 17:00
58.6,40.6,1.0,20100209 18:00
54.7,40.8,1.0,20100209 19:00
52.6,41.1,1.0,20100209 20:00
51.0,41.2,1.0,20100209 21:00
49.8,41.2,1.0,20100209 22:00
48.8,41.1,1.0,20100209 23:00
48.7,40.9,1.0,20100210 00:00
47.4,40.8,1.0,20100210 01:00
46.8,40.6,1.0,20100210 02:00
46.1,40.3,1.0,20100210 03:00
45.8,40.0,1.0,20100210 04:00
45.3,39.6,1.0,20100210 05:00
45.6,39.8,1.0,20100210 06:00
44.9,39.5,1.0,20100210 07:00
45.7,40.2,1.0,20100210 08:00
49.1,41.3,1.0,20100210 09:00
52.3,41.7,1.0,20100210 10:00
55.3,41.8,1.0,20100210 11:00
57.6,41.4,1.0,20100210 12:00
59.7,41.6,1.0,20100210 13:00
61.0,41.4,1.0,20100210 14:00
61.9,41.2,1.0,20100210 15:00
62.0,40.9,1.0,20100210 16:00
61.1,40.7,1.0,20100210 17:00
59.0,40.8,1.0,20100210 18:00
55.2,41.0,1.0,20100210 19:00
52.9,41.3,1.0,20100210 20:00
51.4,41.4,1.0,20100210 21:00
50.2,41.5,1.0,20100210 22:00
49.2,41.4,1.0,20100210 23:00
49.1,41.3,1.0,20100211 00:00
47.8,41.2,1.0,20100211 01:00
47.2,41.0,1.0,20100211 02:00
46.5,40.7,1.0,20100211 03:00
46.2,40.4,1.0,20100211 04:00
45.7,40.0,1.0,20100211 05:00
46.0,40.1,1.0,20100211 06:00
45.2,39.8,1.0,20100211 07:00
46.0,40.5,1.0,20100211 08:00
49.4,41.7,1.0,20100211 09:00
52.7,42.0,1.0,20100211 10:00
55.7,42.1,1.0,20100211 11:00
58.0,41.7,1.0,20100211 12:00
60.0,41.8,1.0,20100211 13:00
61.4,41.6,1.0,20100211 14:00
62.3,41.4,1.0,20100211 15:00
62.4,41.1,1.0,20100211 16:00
61.5,40.8,1.0,20100211 17:00
59.5,41.0,1.0,20100211 18:00
55.6,41.2,1.0,20100211 19:00
53.3,41.6,1.0,20100211 20:00
51.7,41.7,1.0,20100211 21:00
50.6,41.7,1.0,20100211 22:00
49.6,41.6,1.0,20100211 23:00
49.5,41.5,1.0,20100212 00:00
48.1,41.3,1.0,20100212 01:00
47.5,41.2,1.0,20100212 02:00
46.8,40.9,1.0,20100212 03:00
46.5,40.7,1.0,20100212 04:00
46.0,40.4,1.0,20100212 05:00
46.3,40.4,1.0,20100212 06:00
45.5,40.1,1.0,20100212 07:00
46.3,40.8,1.0,20100212 08:00
49.7,41.9,1.0,20100212 09:00
53.0,42.3,1.0,20100212 10:00
56.0,42.4,1.0,20100212 11:00
58.3,42.0,1.0,20100212 12:00
60.4,42.1,1.0,20100212 13:00
61.8,42.0,1.0,20100212 14:00
62.8,41.7,1.0,20100212 15:00
62.9,41.4,1.0,20100212 16:00
61.9,41.2,1.0,20100212 17:00
59.9,41.2,1.0,20100212 18:00
56.1,41.5,1.0,20100212 19:00
53.9,41.8,1.0,20100212 20:00
52.2,41.9,1.0,20100212 21:00
50.9,42.0,1.0,20100212 22:00
50.0,41.9,1.0,20100212 23:00
49.9,41.8,1.0,20100213 00:00
48.6,41.7,1.0,20100213 01:00
48.0,41.5,1.0,20100213 02:00
47.3,41.3,1.0,20100213 03:00
47.0,41.0,1.0,20100213 04:00
46.5,40.8,1.0,20100213 05:00
46.7,40.8,1.0,20100213 06:00
46.0,40.6,1.0,20100213 07:00
46.9,41.4,1.0,20100213 08:00
50.3,42.4,1.0,20100213 09:00
53.5,42.7,1.0,20100213 10:00
56.6,42.8,1.0,20100213 11:00
58.9,42.5,1.0,20100213 12:00
61.0,42.6,1.0,20100213 13:00
62.4,42.4,1.0,20100213 14:00
63.5,42.2,1.0,20100213 15:00
63.6,41.9,1.0,20100213 16:00
62.5,41.6,1.0,20100213 17:00
60.5,41.7,1.0,20100213 18:00
56.7,42.0,1.0,20100213 19:00
54.5,42.3,1.0,20100213 20:00
52.8,42.5,1.0,20100213 21:00
51.5,42.5,1.0,20100213 22:00
50.6,42.5,1.0,20100213 23:00
50.4,42.3,1.0,20100214 00:00
49.1,42.3,1.0,20100214 01:00
48.6,42.1,1.0,20100214 02:00
47.9,41.9,1.0,20100214 03:00
47.6,41.7,1.0,20100214 04:00
47.2,41.5,1.0,20100214 05:00
47.3,41.5,1.0,20100214 06:00
46.6,41.2,1.0,20100214 07:00
47.6,42.1,1.0,20100214 08:00
51.0,43.0,1.0,20100214 09:00
54.3,43.2,1.0,20100214 10:00
57.3,43.3,1.0,20100214 11:00
59.6,42.9,1.0,20100214 12:00
61.7,43.0,1.0,20100214 13:00
63.1,42.8,1.0,20100214 14:00
64.1,42.5,1.0,20100214 15:00
64.1,42.1,1.0,20100214 16:00
63.0,41.9,1.0,20100214 17:00
61.0,42.0,1.0,20100214 18:00
57.2,42.4,1.0,20100214 19:00
54.9,42.6,1.0,20100214 20:00
53.3,42.8,1.0,20100214 21:00
51.9,42.8,1.0,20100214 22:00
50.9,42.9,1.0,20100214 23:00
50.8,42.6,1.0,20100215 00:00
49.5,42.6,1.0,20100215 01:00
48.9,42.4,1.0,20100215 02:00
48.3,42.3,1.0,20100215 03:00
48.0,42.0,1.0,20100215 04:00
47.6,41.8,1.0,20100215 05:00
47.7,41.7,1.0,20100215 06:00
46.9,41.4,1.0,20100215 07:00
47.9,42.3,1.0,20100215 08:00
51.4,43.2,1.0,20100215 09:00
54.7,43.5,1.0,20100215 10:00
57.7,43.6,1.0,20100215 11:00
60.0,43.2,1.0,20100215 12:00
62.1,43.3,1.0,20100215 13:00
63.5,43.0,1.0,20100215 14:00
64.5,42.7,1.0,20100215 15:00
64.5,42.4,1.0,20100215 16:00
63.4,42.1,1.0,20100215 17:00
61.4,42.2,1.0,20100215 18:00
57.6,42.6,1.0,20100215 19:00
55.3,42.9,1.0,20100215 20:00
53.6,43.1,1.0,20100215 21:00
52.3,43.0,1.0,20100215 22:00
51.3,43.1,1.0,20100215 23:00
51.0,42.8,1.0,20100216 00:00
49.7,42.7,1.0,20100216 01:00
49.1,42.5,1.0,20100216 02:00
48.5,42.4,1.0,20100216 03:00
48.2,42.2,1.0,20100216 04:00
47.9,42.0,1.0,20100216 05:00
47.8,41.8,1.0,20100216 06:00
47.1,41.5,1.0,20100216 07:00
48.1,42.3,1.0,20100216 08:00
51.7,43.3,1.0,20100216 09:00
55.0,43.6,1.0,20100216 10:00
58.0,43.6,1.0,20100216 11:00
60.4,43.3,1.0,20100216 12:00
62.5,43.3,1.0,20100216 13:00
64.0,43.0,1.0,20100216 14:00
65.0,42.7,1.0,20100216 15:00
65.1,42.3,1.0,20100216 16:00
63.8,42.1,1.0,20100216 17:00
61.8,42.1,1.0,20100216 18:00
57.9,42.6,1.0,20100216 19:00
55.6,42.8,1.0,20100216 20:00
53.8,43.1,1.0,20100216 21:00
52.4,43.1,1.0,20100216 22:00
51.4,43.1,1.0,20100216 23:00
51.2,42.9,1.0,20100217 00:00
49.8,42.7,1.0,20100217 01:00
49.2,42.5,1.0,20100217 02:00
48.5,42.3,1.0,20100217 03:00
48.2,42.1,1.0,20100217 04:00
47.9,41.9,1.0,20100217 05:00
47.8,41.7,1.0,20100217 06:00
47.2,41.5,1.0,20100217 07:00
48.2,42.4,1.0,20100217 08:00
51.9,43.3,1.0,20100217 09:00
55.4,43.6,1.0,20100217 10:00
58.5,43.7,1.0,20100217 11:00
60.8,43.2,1.0,20100217 12:00
62.9,43.1,1.0,20100217 13:00
64.2,42.8,1.0,20100217 14:00
65.2,42.5,1.0,20100217 15:00
65.3,42.1,1.0,20100217 16:00
64.1,42.1,1.0,20100217 17:00
62.2,42.1,1.0,20100217 18:00
58.3,42.5,1.0,20100217 19:00
55.9,42.9,1.0,20100217 20:00
54.1,43.2,1.0,20100217 21:00
52.7,43.2,1.0,20100217 22:00
51.6,43.1,1.0,20100217 23:00
51.3,42.9,1.0,20100218 00:00
49.9,42.8,1.0,20100218 01:00
49.3,42.6,1.0,20100218 02:00
48.7,42.4,1.0,20100218 03:00
48.3,42.2,1.0,20100218 04:00
47.9,42.0,1.0,20100218 05:00
47.9,41.8,1.0,20100218 06:00
47.2,41.5,1.0,20100218 07:00
48.4,42.4,1.0,20100218 08:00
52.1,43.4,1.0,20100218 09:00
55.6,43.8,1.0,20100218 10:00
58.7,43.8,1.0,20100218 11:00
61.1,43.3,1.0,20100218 12:00
63.1,43.2,1.0,20100218 13:00
64.5,42.9,1.0,20100218 14:00
65.5,42.6,1.0,20100218 15:00
65.6,42.3,1.0,20100218 16:00
64.5,42.2,1.0,20100218 17:00
62.6,42.2,1.0,20100218 18:00
58.7,42.7,1.0,20100218 19:00
56.3,43.1,1.0,20100218 20:00
54.5,43.4,1.0,20100218 21:00
53.1,43.4,1.0,20100218 22:00
52.0,43.4,1.0,20100218 23:00
51.7,43.3,1.0,20100219 00:00
50.2,43.1,1.0,20100219 01:00
49.7,42.9,1.0,20100219 02:00
49.0,42.7,1.0,20100219 03:00
48.6,42.5,1.0,20100219 04:00
48.2,42.3,1.0,20100219 05:00
48.1,42.1,1.0,20100219 06:00
47.4,41.8,1.0,20100219 07:00
48.6,42.7,1.0,20100219 08:00
52.4,43.7,1.0,20100219 09:00
55.9,44.0,1.0,20100219 10:00
59.1,44.0,1.0,20100219 11:00
61.5,43.5,1.0,20100219 12:00
63.5,43.4,1.0,20100219 13:00
64.9,43.1,1.0,20100219 14:00
65.9,42.9,1.0,20100219 15:00
66.0,42.5,1.0,20100219 16:00
64.8,42.4,1.0,20100219 17:00
63.0,42.4,1.0,20100219 18:00
59.0,42.9,1.0,20100219 19:00
56.6,43.3,1.0,20100219 20:00
54.7,43.6,1.0,20100219 21:00
53.4,43.6,1.0,20100219 22:00
52.2,43.7,1.0,20100219 23:00
52.0,43.5,1.0,20100220 00:00
50.5,43.3,1.0,20100220 01:00
49.9,43.2,1.0,20100220 02:00
49.3,42.9,1.0,20100220 03:00
48.8,42.7,1.0,20100220 04:00
48.4,42.6,1.0,20100220 05:00
48.4,42.4,1.0,20100220 06:00
47.7,42.1,1.0,20100220 07:00
48.9,43.0,1.0,20100220 08:00
52.8,44.0,1.0,20100220 09:00
56.3,44.4,1.0,20100220 10:00
59.4,44.4,1.0,20100220 11:00
61.8,43.9,1.0,20100220 12:00
63.8,43.8,1.0,20100220 13:00
65.3,43.6,1.0,20100220 14:00
66.2,43.2,1.0,20100220 15:00
66.3,42.9,1.0,20100220 16:00
65.2,42.6,1.0,20100220 17:00
63.4,42.5,1.0,20100220 18:00
59.3,43.0,1.0,20100220 19:00
56.9,43.4,1.0,20100220 20:00
55.0,43.7,1.0,20100220 21:00
53.6,43.7,1.0,20100220 22:00
52.4,43.7,1.0,20100220 23:00
52.0,43.5,1.0,20100221 00:00
50.5,43.3,1.0,20100221 01:00
50.0,43.2,1.0,20100221 02:00
49.3,42.8,1.0,20100221 03:00
48.8,42.6,1.0,20100221 04:00
48.4,42.5,1.0,20100221 05:00
48.3,42.3,1.0,20100221 06:00
47.6,42.0,1.0,20100221 07:00
49.0,43.0,1.0,20100221 08:00
52.9,44.1,1.0,20100221 09:00
56.4,44.4,1.0,20100221 10:00
59.4,44.4,1.0,20100221 11:00
61.8,44.0,1.0,20100221 12:00
63.7,43.9,1.0,20100221 13:00
65.2,43.8,1.0,20100221 14:00
66.1,43.4,1.0,20100221 15:00
66.2,43.0,1.0,20100221 16:00
65.1,42.8,1.0,20100221 17:00
63.3,42.6,1.0,20100221 18:00
59.4,43.1,1.0,20100221 19:00
57.0,43.5,1.0,20100221 20:00
55.1,43.8,1.0,20100221 21:00
53.8,43.8,1.0,20100221 22:00
52.4,43.8,1.0,20100221 23:00
52.0,43.6,1.0,20100222 00:00
50.5,43.4,1.0,20100222 01:00
50.1,43.2,1.0,20100222 02:00
49.4,42.9,1.0,20100222 03:00
48.9,42.7,1.0,20100222 04:00
48.4,42.6,1.0,20100222 05:00
48.4,42.4,1.0,20100222 06:00
47.7,42.2,1.0,20100222 07:00
49.2,43.2,1.0,20100222 08:00
53.0,44.1,1.0,20100222 09:00
56.4,44.5,1.0,20100222 10:00
59.4,44.5,1.0,20100222 11:00
61.6,44.1,1.0,20100222 12:00
63.6,44.0,1.0,20100222 13:00
65.0,43.9,1.0,20100222 14:00
65.9,43.4,1.0,20100222 15:00
66.1,43.1,1.0,20100222 16:00
65.1,42.9,1.0,20100222 17:00
63.4,42.7,1.0,20100222 18:00
59.5,43.3,1.0,20100222 19:00
57.0,43.7,1.0,20100222 20:00
55.2,43.9,1.0,20100222 21:00
53.8,43.8,1.0,20100222 22:00
52.4,43.9,1.0,20100222 23:00
52.0,43.7,1.0,20100223 00:00
50.6,43.6,1.0,20100223 01:00
50.1,43.3,1.0,20100223 02:00
49.5,43.1,1.0,20100223 03:00
49.0,42.9,1.0,20100223 04:00
48.4,42.7,1.0,20100223 05:00
48.4,42.5,1.0,20100223 06:00
47.7,42.2,1.0,20100223 07:00
49.1,43.2,1.0,20100223 08:00
52.9,44.2,1.0,20100223 09:00
56.3,44.5,1.0,20100223 10:00
59.3,44.5,1.0,20100223 11:00
61.6,44.1,1.0,20100223 12:00
63.6,44.0,1.0,20100223 13:00
65.0,43.9,1.0,20100223 14:00
65.9,43.5,1.0,20100223 15:00
66.1,43.1,1.0,20100223 16:00
65.3,42.9,1.0,20100223 17:00
63.5,42.8,1.0,20100223 18:00
59.7,43.5,1.0,20100223 19:00
57.3,44.0,1.0,20100223 20:00
55.4,44.2,1.0,20100223 21:00
54.1,44.2,1.0,20100223 22:00
52.7,44.3,1.0,20100223 23:00
52.3,44.1,1.0,20100224 00:00
50.9,44.0,1.0,20100224 01:00
50.4,43.8,1.0,20100224 02:00
49.8,43.5,1.0,20100224 03:00
49.3,43.4,1.0,20100224 04:00
48.9,43.3,1.0,20100224 05:00
48.9,43.0,1.0,20100224 06:00
48.1,42.7,1.0,20100224 07:00
49.5,43.6,1.0,20100224 08:00
53.3,44.7,1.0,20100224 09:00
56.6,45.0,1.0,20100224 10:00
59.6,45.0,1.0,20100224 11:00
61.9,44.5,1.0,20100224 12:00
63.8,44.5,1.0,20100224 13:00
65.3,44.4,1.0,20100224 14:00
66.1,44.0,1.0,20100224 15:00
66.3,43.7,1.0,20100224 16:00
65.6,43.4,1.0,20100224 17:00
63.8,43.3,1.0,20100224 18:00
60.1,43.9,1.0,20100224 19:00
57.6,44.4,1.0,20100224 20:00
55.8,44.7,1.0,20100224 21:00
54.4,44.6,1.0,20100224 22:00
53.1,44.7,1.0,20100224 23:00
52.8,44.5,1.0,20100225 00:00
51.3,44.5,1.0,20100225 01:00
50.8,44.2,1.0,20100225 02:00
50.2,44.0,1.0,20100225 03:00
49.7,43.7,1.0,20100225 04:00
49.2,43.6,1.0,20100225 05:00
49.3,43.4,1.0,20100225 06:00
48.4,43.0,1.0,20100225 07:00
49.9,43.9,1.0,20100225 08:00
53.5,44.9,1.0,20100225 09:00
56.8,45.1,1.0,20100225 10:00
59.7,45.2,1.0,20100225 11:00
61.9,44.6,1.0,20100225 12:00
63.9,44.6,1.0,20100225 13:00
65.4,44.5,1.0,20100225 14:00
66.2,44.1,1.0,20100225 15:00
66.5,43.8,1.0,20100225 16:00
65.7,43.5,1.0,20100225 17:00
64.0,43.4,1.0,20100225 18:00
60.2,44.0,1.0,20100225 19:00
57.8,44.5,1.0,20100225 20:00
56.0,44.8,1.0,20100225 21:00
54.5,44.7,1.0,20100225 22:00
53.1,44.7,1.0,20100225 23:00
52.8,44.5,1.0,20100226 00:00
51.4,44.5,1.0,20100226 01:00
50.8,44.2,1.0,20100226 02:00
50.2,43.9,1.0,20100226 03:00
49.7,43.7,1.0,20100226 04:00
49.2,43.6,1.0,20100226 05:00
49.4,43.5,1.0,20100226 06:00
48.5,43.1,1.0,20100226 07:00
50.1,44.1,1.0,20100226 08:00
53.8,45.0,1.0,20100226 09:00
57.1,45.1,1.0,20100226 10:00
60.0,45.2,1.0,20100226 11:00
62.2,44.8,1.0,20100226 12:00
64.2,44.8,1.0,20100226 13:00
65.6,44.7,1.0,20100226 14:00
66.5,44.4,1.0,20100226 15:00
66.7,44.1,1.0,20100226 16:00
65.9,43.7,1.0,20100226 17:00
64.1,43.5,1.0,20100226 18:00
60.3,44.2,1.0,20100226 19:00
57.8,44.6,1.0,20100226 20:00
56.0,44.9,1.0,20100226 21:00
54.5,44.7,1.0,20100226 22:00
53.1,44.9,1.0,20100226 23:00
52.8,44.6,1.0,20100227 00:00
51.5,44.6,1.0,20100227 01:00
50.9,44.3,1.0,20100227 02:00
50.4,44.1,1.0,20100227 03:00
49.8,43.8,1.0,20100227 04:00
49.2,43.6,1.0,20100227 05:00
49.4,43.5,1.0,20100227 06:00
48.6,43.2,1.0,20100227 07:00
50.2,44.2,1.0,20100227 08:00
54.0,45.1,1.0,20100227 09:00
57.4,45.3,1.0,20100227 10:00
60.3,45.3,1.0,20100227 11:00
62.5,44.8,1.0,20100227 12:00
64.5,44.9,1.0,20100227 13:00
66.0,44.8,1.0,20100227 14:00
66.9,44.5,1.0,20100227 15:00
67.1,44.2,1.0,20100227 16:00
66.3,43.8,1.0,20100227 17:00
64.5,43.7,1.0,20100227 18:00
60.6,44.3,1.0,20100227 19:00
58.0,44.7,1.0,20100227 20:00
56.2,45.0,1.0,20100227 21:00
54.8,45.0,1.0,20100227 22:00
53.4,45.0,1.0,20100227 23:00
53.0,44.7,1.0,20100228 00:00
51.6,44.7,1.0,20100228 01:00
51.0,44.4,1.0,20100228 02:00
50.4,44.1,1.0,20100228 03:00
49.9,43.8,1.0,20100228 04:00
